C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_08_717.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_08_717.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_08_717.jpg, 0, 0, 0, 7.733578E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_08_823.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_08_823.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_08_823.jpg, 0, 0, 0, 7.836177E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_08_924.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_08_924.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_08_924.jpg, 0, 0, 0, 8.136996E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_025.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_025.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_025.jpg, 0, 0, 0, 7.83103E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_126.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_126.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_126.jpg, 0, 0, 0, 8.121258E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_232.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_232.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_232.jpg, 0, 0, 0, 7.750079E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_345.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_345.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_345.jpg, 0, 0, 0, 7.775857E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_453.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_453.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_453.jpg, 0, 0, 0, 8.05368E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_563.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_563.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_563.jpg, 0, 0, 0, 7.837531E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_676.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_676.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_676.jpg, 0, 0, 0, 7.875207E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_784.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_784.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_784.jpg, 0, 0, 0, 7.93481E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_09_898.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_09_898.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_09_898.jpg, 0, 0, 0, 8.427094E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_005.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_005.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_005.jpg, 0, 0, 0, 7.832587E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_119.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_119.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_119.jpg, 0, 0, 0, 7.887292E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_229.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_229.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_229.jpg, 0, 0, 0, 7.887583E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_338.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_338.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_338.jpg, 0, 0, 0, 7.808338E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_444.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_444.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_444.jpg, 0, 0, 0, 8.277999E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_555.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_555.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_555.jpg, 0, 0, 0, 7.824367E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_668.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_668.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_668.jpg, 0, 0, 0, 7.928642E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_770.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_770.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_770.jpg, 0, 0, 0, 7.838311E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_876.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_876.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_876.jpg, 0, 0, 0, 8.079251E-05
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_10_992.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_10_992.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_10_992.jpg, 0, 0.0619941, 0, 0.02885637
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_103.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_103.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_103.jpg, 0, 0.388911, 0, 0.4223781
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_211.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_211.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_211.jpg, 0, 0.7184919, 0, 1.183175
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_319.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_319.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_319.jpg, 0, 1, 0, 2.506521
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_431.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_431.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_431.jpg, 0, 1, 0, 3.679564
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_542.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_542.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_542.jpg, -0.3345234, 1, 0, 5.063708
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_651.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_651.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_651.jpg, -0.008288071, 1, 0, 6.218439
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_762.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_762.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_762.jpg, 0, 0.9386761, 0, 7.577976
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_872.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_872.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_872.jpg, 0, 0.6090187, 0, 8.377964
C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\center_2020_04_25_08_46_11_982.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\left_2020_04_25_08_46_11_982.jpg, C:\Users\Samanta Home\Documents\Ayan Final Yr Project\Behaviour Cloning\IMG\right_2020_04_25_08_46_11_982.jpg, 0, 0.2784361, 0, 8.851477
